Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[disease]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[genotype]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_STDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[organism]	Factor Value[cell type]	Factor Value[genotype]	Factor Value[disease]	Factor Value[protocol]
NW140626-IV_64	ERS2154897	SAMEA104543613	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_64	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_64	sequencing assay	ERX2317558	NW140626-IV_64_2.fastq.gz	NW140626-IV_64_2.fastq.gz	ERR2268655	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268655/ERR2268655_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_66	ERS2154898	SAMEA104543614	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_66	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_66	sequencing assay	ERX2317559	NW140626-IV_66_1.fastq.gz	NW140626-IV_66_1.fastq.gz	ERR2268656	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268656/ERR2268656_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_66	ERS2154898	SAMEA104543614	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_66	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_66	sequencing assay	ERX2317559	NW140626-IV_66_2.fastq.gz	NW140626-IV_66_2.fastq.gz	ERR2268656	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268656/ERR2268656_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_67	ERS2154899	SAMEA104543615	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_67	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_67	sequencing assay	ERX2317560	NW140626-IV_67_1.fastq.gz	NW140626-IV_67_1.fastq.gz	ERR2268657	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268657/ERR2268657_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_67	ERS2154899	SAMEA104543615	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_67	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_67	sequencing assay	ERX2317560	NW140626-IV_67_2.fastq.gz	NW140626-IV_67_2.fastq.gz	ERR2268657	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268657/ERR2268657_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_68	ERS2154900	SAMEA104543616	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_68	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_68	sequencing assay	ERX2317561	NW140626-IV_68_1.fastq.gz	NW140626-IV_68_1.fastq.gz	ERR2268658	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268658/ERR2268658_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_68	ERS2154900	SAMEA104543616	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_68	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_68	sequencing assay	ERX2317561	NW140626-IV_68_2.fastq.gz	NW140626-IV_68_2.fastq.gz	ERR2268658	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268658/ERR2268658_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_69	ERS2154901	SAMEA104543617	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_69	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_69	sequencing assay	ERX2317562	NW140626-IV_69_1.fastq.gz	NW140626-IV_69_1.fastq.gz	ERR2268659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268659/ERR2268659_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_69	ERS2154901	SAMEA104543617	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_69	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_69	sequencing assay	ERX2317562	NW140626-IV_69_2.fastq.gz	NW140626-IV_69_2.fastq.gz	ERR2268659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268659/ERR2268659_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_72	ERS2154902	SAMEA104543618	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_72	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_72	sequencing assay	ERX2317563	NW140626-IV_72_1.fastq.gz	NW140626-IV_72_1.fastq.gz	ERR2268660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268660/ERR2268660_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_72	ERS2154902	SAMEA104543618	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_72	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_72	sequencing assay	ERX2317563	NW140626-IV_72_2.fastq.gz	NW140626-IV_72_2.fastq.gz	ERR2268660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268660/ERR2268660_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_73	ERS2154903	SAMEA104543619	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_73	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_73	sequencing assay	ERX2317564	NW140626-IV_73_1.fastq.gz	NW140626-IV_73_1.fastq.gz	ERR2268661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268661/ERR2268661_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_73	ERS2154903	SAMEA104543619	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_73	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_73	sequencing assay	ERX2317564	NW140626-IV_73_2.fastq.gz	NW140626-IV_73_2.fastq.gz	ERR2268661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268661/ERR2268661_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_74	ERS2154904	SAMEA104543620	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_74	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_74	sequencing assay	ERX2317565	NW140626-IV_74_1.fastq.gz	NW140626-IV_74_1.fastq.gz	ERR2268662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268662/ERR2268662_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_74	ERS2154904	SAMEA104543620	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_74	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_74	sequencing assay	ERX2317565	NW140626-IV_74_2.fastq.gz	NW140626-IV_74_2.fastq.gz	ERR2268662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268662/ERR2268662_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_76	ERS2154905	SAMEA104543621	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_76	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_76	sequencing assay	ERX2317566	NW140626-IV_76_1.fastq.gz	NW140626-IV_76_1.fastq.gz	ERR2268663	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268663/ERR2268663_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_76	ERS2154905	SAMEA104543621	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_76	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_76	sequencing assay	ERX2317566	NW140626-IV_76_2.fastq.gz	NW140626-IV_76_2.fastq.gz	ERR2268663	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268663/ERR2268663_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_78	ERS2154906	SAMEA104543622	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_78	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_78	sequencing assay	ERX2317567	NW140626-IV_78_1.fastq.gz	NW140626-IV_78_1.fastq.gz	ERR2268664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268664/ERR2268664_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_78	ERS2154906	SAMEA104543622	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_78	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_78	sequencing assay	ERX2317567	NW140626-IV_78_2.fastq.gz	NW140626-IV_78_2.fastq.gz	ERR2268664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268664/ERR2268664_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_79	ERS2154907	SAMEA104543623	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_79	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_79	sequencing assay	ERX2317568	NW140626-IV_79_1.fastq.gz	NW140626-IV_79_1.fastq.gz	ERR2268665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268665/ERR2268665_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_79	ERS2154907	SAMEA104543623	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_79	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_79	sequencing assay	ERX2317568	NW140626-IV_79_2.fastq.gz	NW140626-IV_79_2.fastq.gz	ERR2268665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268665/ERR2268665_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_80	ERS2154908	SAMEA104543624	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_80	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_80	sequencing assay	ERX2317569	NW140626-IV_80_1.fastq.gz	NW140626-IV_80_1.fastq.gz	ERR2268666	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268666/ERR2268666_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_80	ERS2154908	SAMEA104543624	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_80	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_80	sequencing assay	ERX2317569	NW140626-IV_80_2.fastq.gz	NW140626-IV_80_2.fastq.gz	ERR2268666	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268666/ERR2268666_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_83	ERS2154909	SAMEA104543625	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_83	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_83	sequencing assay	ERX2317570	NW140626-IV_83_1.fastq.gz	NW140626-IV_83_1.fastq.gz	ERR2268667	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268667/ERR2268667_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_83	ERS2154909	SAMEA104543625	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_83	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_83	sequencing assay	ERX2317570	NW140626-IV_83_2.fastq.gz	NW140626-IV_83_2.fastq.gz	ERR2268667	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268667/ERR2268667_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_84	ERS2154910	SAMEA104543626	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_84	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_84	sequencing assay	ERX2317571	NW140626-IV_84_1.fastq.gz	NW140626-IV_84_1.fastq.gz	ERR2268668	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268668/ERR2268668_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_84	ERS2154910	SAMEA104543626	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_84	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_84	sequencing assay	ERX2317571	NW140626-IV_84_2.fastq.gz	NW140626-IV_84_2.fastq.gz	ERR2268668	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268668/ERR2268668_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_92	ERS2154911	SAMEA104543627	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_92	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_92	sequencing assay	ERX2317572	NW140626-IV_92_1.fastq.gz	NW140626-IV_92_1.fastq.gz	ERR2268669	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268669/ERR2268669_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-IV_92	ERS2154911	SAMEA104543627	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-IV_92	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-IV_92	sequencing assay	ERX2317572	NW140626-IV_92_2.fastq.gz	NW140626-IV_92_2.fastq.gz	ERR2268669	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268669/ERR2268669_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_04	ERS2154912	SAMEA104543628	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_04	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_04	sequencing assay	ERX2317573	NW150212-VIII_04_1.fastq.gz	NW150212-VIII_04_1.fastq.gz	ERR2268670	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268670/ERR2268670_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_04	ERS2154912	SAMEA104543628	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_04	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_04	sequencing assay	ERX2317573	NW150212-VIII_04_2.fastq.gz	NW150212-VIII_04_2.fastq.gz	ERR2268670	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268670/ERR2268670_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_06	ERS2154913	SAMEA104543629	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_06	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_06	sequencing assay	ERX2317574	NW150212-VIII_06_1.fastq.gz	NW150212-VIII_06_1.fastq.gz	ERR2268671	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268671/ERR2268671_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_06	ERS2154913	SAMEA104543629	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_06	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_06	sequencing assay	ERX2317574	NW150212-VIII_06_2.fastq.gz	NW150212-VIII_06_2.fastq.gz	ERR2268671	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268671/ERR2268671_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_08	ERS2154914	SAMEA104543630	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_08	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_08	sequencing assay	ERX2317575	NW150212-VIII_08_1.fastq.gz	NW150212-VIII_08_1.fastq.gz	ERR2268672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268672/ERR2268672_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_08	ERS2154914	SAMEA104543630	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_08	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_08	sequencing assay	ERX2317575	NW150212-VIII_08_2.fastq.gz	NW150212-VIII_08_2.fastq.gz	ERR2268672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268672/ERR2268672_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_09	ERS2154915	SAMEA104543631	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_09	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_09	sequencing assay	ERX2317576	NW150212-VIII_09_1.fastq.gz	NW150212-VIII_09_1.fastq.gz	ERR2268673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268673/ERR2268673_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_09	ERS2154915	SAMEA104543631	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_09	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_09	sequencing assay	ERX2317576	NW150212-VIII_09_2.fastq.gz	NW150212-VIII_09_2.fastq.gz	ERR2268673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268673/ERR2268673_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_10	ERS2154916	SAMEA104543632	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_10	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_10	sequencing assay	ERX2317577	NW150212-VIII_10_1.fastq.gz	NW150212-VIII_10_1.fastq.gz	ERR2268674	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268674/ERR2268674_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW150212-VIII_10	ERS2154916	SAMEA104543632	Homo sapiens	normal	GM12892	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150212-VIII_10	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150212-VIII_10	sequencing assay	ERX2317577	NW150212-VIII_10_2.fastq.gz	NW150212-VIII_10_2.fastq.gz	ERR2268674	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268674/ERR2268674_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
